#{"t_start": 1776510103.5959845, "env_id": "None"}
r,l,t
-108.350753,8,176.468772
-3067.843029,10,176.472691
-146.890298,9,176.47555
-545.819524,8,176.477655
-1668.436381,9,176.480043
-84.481759,8,176.482183
-145.739996,8,176.484298
-1385.351718,9,176.487341
-2534.752466,10,176.490027
-2270.694113,9,176.49241
-756.121048,10,176.494996
-653.169164,9,176.497343
-1096.236855,9,176.499671
-1262.687081,9,176.502207
-1590.598867,9,176.506882
-1436.744304,9,176.511847
-582.4034,9,176.514264
-7591.621591,10,176.517281
-1002.33329,9,176.520691
-14731.29199,10,176.524181
-980.259982,9,176.527399
-238.039608,10,176.530781
-630.985356,8,176.533957
-379.700148,9,176.537212
-4605.787021,10,176.540864
-130.73805,7,176.543334
-149.468409,8,176.546061
-114.474818,8,176.549179
-94.080016,8,176.552238
-102.35077,8,176.555005
-2508.132954,9,176.558001
-764.290671,9,176.561079
-56920.765208,11,176.565291
-112.118288,8,176.568444
-108.605022,8,176.571318
-122.924232,8,177.24532
-1210.901293,12,177.249651
-290.869245,8,177.252517
-539.682389,9,177.255603
-120.111617,8,177.258352
-118.774908,8,177.261607
-723.934972,9,177.264884
-371.908382,9,177.27177
-1694.621195,9,177.27687
-93.766227,8,177.279626
-134.671572,8,177.282381
-1594.089631,9,177.285386
-106.044119,8,177.288137
-372.184124,8,177.290804
-1117.307148,9,177.294248
-3972.244078,9,177.297639
-4768.414622,9,177.300824
-3693.586554,9,177.306561
-284.05787,8,177.309045
-2230.630819,9,177.311605
-6042.113687,12,177.31471
-265.100916,8,177.316875
-290.479448,8,177.319009
-4172.240235,10,177.32161
-1102.953369,9,177.325035
-4286.205677,9,177.328361
-2192.277627,9,177.331671
-728.770306,9,177.334816
-920.193389,11,177.338483
-300.595358,9,177.342587
-110.921751,9,177.346145
-567.296807,9,177.349323
-5700.250476,10,177.352765
-116.370665,8,177.356449
-341.693718,8,177.359619
-713.200696,9,177.362905
-405.293626,10,177.3664
-106.525189,8,177.369401
-2158.577866,10,177.373049
-2305.201115,9,177.376287
-1153.680891,9,177.379359
-1890.876697,9,177.382407
-2275.482707,9,177.385496
-2855.525773,9,177.388574
-2171.527817,9,177.391567
-433.915057,10,177.39476
-528.13486,10,177.39803
-95.410283,8,177.400773
-91.845393,8,177.403918
-6960.474144,10,177.407171
-6440.710658,10,177.410515
-1016.038695,9,177.413472
-1099.433173,10,177.416743
-1010.797163,10,177.420666
-991.13282,9,177.423665
-7169.036689,10,177.426929
-110.017715,8,177.429547
-1127.447184,9,177.432666
-393.356238,8,177.435403
-165.267407,8,177.438128
-5572.76473,10,177.441347
-718.988988,9,177.444377
-593.478524,11,177.447953
-117.756106,8,177.450994
-143.291947,8,177.453634
-5140.491295,10,177.456933
-94.907389,9,177.459889
-960.454888,8,177.462572
-1272.313427,9,177.465569
-301.243368,8,177.468578
-146.682529,8,177.471391
-289.419984,8,177.473947
-1191.28554,9,177.476985
-123.34776,8,177.479638
-6872.546376,10,177.483645
-4494.192988,10,177.491367
-146.277957,8,177.494352
-117.18409,10,177.498266
-1482.798053,10,177.502761
-4709.933669,10,177.50608
-4570.648678,9,177.511672
-545.295094,9,177.520307
-1135.709724,9,177.523355
-427.887214,8,177.528714
-156.583885,8,177.533289
-688.842416,9,177.536633
-1220.616595,9,177.539882
-252.938858,8,177.542748
-1071.10249,9,177.54616
-108.107516,8,177.549067
-4795.293995,10,177.552608
-1060.570649,9,177.555889
-7829.204624,10,177.55926
-598.029144,16,177.564977
-884.938811,12,177.568668
-1600.393747,9,177.571129
-100.890585,7,177.574044
-920.861729,9,177.57846
-5159.604511,10,177.582057
-116.043634,8,177.585121
-1213.217521,9,177.58822
-119.964351,8,177.590878
-100.26381,8,177.593767
-328.071799,8,177.596656
-2291.65944,9,177.599906
-142.102784,8,177.602713
-1778.158366,9,177.605809
-8585.42663,15,177.61104
-442.141531,9,177.614365
-1229.568628,9,177.61765
-10939.177046,12,177.621776
-132.571524,8,177.624592
-565.022247,9,177.628059
-115.363692,8,177.630822
-738.466026,9,177.633906
-346.430406,8,177.636639
-1240.208115,9,177.639675
-932.254404,9,177.643016
-4302.835063,9,177.64605
-98.388381,8,177.648863
-104.661493,8,177.651576
-1110.23082,9,177.654584
-151.50326,8,177.657792
-1131.008596,9,177.6611
-7836.492509,10,177.664582
-4558.695291,10,177.668134
-1054.352867,9,177.67136
-1041.052017,12,177.680331
-724.400052,9,177.68503
-1704.748048,13,177.689453
-648.632865,9,177.692571
-2270.816476,11,177.696311
-1317.737561,9,177.699367
-746.333136,9,177.703562
-4772.586399,9,177.707609
-709.808701,8,177.70981
-1473.581786,9,177.71214
-2528.262269,9,177.714444
-117.350165,7,177.716405
-320.661201,9,177.71945
-771.446497,9,177.72255
-998.897299,9,177.725709
-4483.007222,9,177.728799
-1096.912365,9,177.731902
-2034.408042,9,177.735622
-5497.978488,10,177.739219
-102.980902,8,177.742029
-2061.554781,9,177.745122
-114.975104,8,177.747898
-1170.457447,9,177.754184
-267.48092,8,177.759846
-4516.662736,9,177.766618
-1012.005681,9,177.773201
-555.784925,10,177.776647
-94.054234,8,177.778903
-721.37438,8,177.781968
-145.709294,8,177.784713
-159.080291,8,177.786871
-4812.668174,9,177.78924
-667.437023,9,177.791706
-400.175248,9,177.793982
-2057.134418,9,177.796795
-2274.992231,9,177.799187
-4682.288536,9,177.801598
-4081.428157,9,177.803967
-1534.001825,9,177.806329
-736.521024,9,177.808645
-116.105895,8,177.810705
-1150.144876,9,177.813781
-570.515345,9,177.816148
-4436.04107,9,177.818683
-95.433196,8,177.820747
-1588.248223,11,177.825103
-3475.280199,12,177.831737
-1533.324095,9,177.834986
-6136.246663,10,177.83834
-1975.296439,9,177.84154
-167.253811,8,177.844589
-9447.317208,11,177.848359
-7635.194842,11,177.852111
-1133.920849,9,177.855248
-378.913193,9,177.858485
-4552.34625,9,177.861636
-3996.312636,10,177.865005
-745.120017,8,177.867835
-6087.95559,10,177.871206
-394.279485,9,177.87415
-1641.654174,9,177.879684
-138.478415,8,177.885207
-149.402472,8,177.887447
-286.199356,8,177.89011
-4548.322065,9,177.893186
-5420.023336,11,177.896958
-2254.633397,9,177.900063
-1911.895703,10,177.903517
-85.166721,8,177.906561
-7423.966659,10,177.909909
-1633.383649,11,177.913628
-118.939774,8,177.91649
-4265.858674,11,177.920231
-1600.095883,9,177.923649
-4507.17021,9,177.926716
-234.834997,8,177.929411
-1031.344929,13,177.933957
-1052.824955,9,177.937344
-255.476731,10,177.940834
-269.272385,8,177.943825
-1246.055972,9,177.946797
-3097.68031,9,177.949933
-6879.423902,10,177.953437
-953.763944,13,177.957872
-4635.653201,10,177.96123
-318.831644,9,177.964324
-70.449371,8,177.96706
-1181.600872,9,177.970327
-1267.289178,10,177.973717
-389.351127,8,177.976563
-258.854641,8,177.979239
-115.020966,8,177.982239
-1697.769611,9,177.985389
-4760.498034,10,177.988841
-4338.986021,9,177.991902
-3635.473588,10,177.995332
-74.954581,9,177.998401
-443.734559,8,178.744411
-594.293405,8,178.747384
-6333.946369,10,178.751087
-4742.822063,10,178.754639
-1481.963883,9,178.758564
-1762.663287,11,178.762458
-8838.720931,10,178.76595
-98.46512,8,178.768894
-123.633652,7,178.771408
-321.771078,8,178.774666
-256.89262,8,178.780473
-111.722133,8,178.785543
-278.526131,8,178.787698
-1305.758263,9,178.79019
-340.423554,8,178.792352
-1476.289092,9,178.79676
-4962.632759,14,178.807268
-3331.542134,11,178.811863
-1563.106132,9,178.814119
-799.140953,9,178.816675
-2026.729895,9,178.819367
-2023.73363,9,178.822884
-136.951809,8,178.826475
-4905.036241,9,178.83006
-674.610712,9,178.833712
-990.120092,9,178.837238
-2035.042105,11,178.842094
-1711.490184,9,178.845692
-1179.970667,9,178.849206
-115.583674,10,178.853285
-445.832782,11,178.857549
-134.317334,8,178.861785
-4391.156383,10,178.867469
-1090.501391,9,178.872417
-4595.209084,10,178.875447
-1017.731487,9,178.878124
-1932.790769,9,178.880821
-170.396563,8,178.883219
-447.063798,9,178.886786
-117.704877,7,178.889503
-949.717416,9,178.893001
-377.453861,8,178.896029
-1826.450693,9,178.900038
-1747.526577,9,178.903744
-984.182225,9,178.906353
-5560.341843,10,178.913596
-1214.120544,9,178.921179
-9962.676314,11,178.929796
-4619.280868,13,178.937724
-3201.105278,11,178.941731
-8662.98813,10,178.945244
-2312.955853,11,178.949385
-2262.070481,12,178.9536
-2596.703569,10,178.95722
-4561.402735,9,178.960397
-5163.104063,9,178.963943
-682.059917,9,178.96714
-537.079076,9,178.970242
-3476.156743,11,178.974061
-719.14012,8,178.977022
-243.447481,8,178.979956
-161.749197,8,178.982778
-100.71653,8,178.985617
-297.63747,11,178.989438
-4793.086984,10,178.99304
-81.237581,10,178.99697
-2236.944333,10,179.000443
-1890.955688,9,179.003583
-300.558301,8,179.006579
-1477.198401,9,179.009731
-2253.977173,9,179.012902
-39318.028583,11,179.016708
-2310.700749,9,179.019727
-914.906978,9,179.023045
-2310.167854,9,179.026207
-921.482621,9,179.029325
-1004.294995,9,179.032392
-5517.325455,10,179.035814
-2825.936604,9,179.038884
-2455.191473,9,179.041955
-5896.083707,10,179.04538
-1152.071774,9,179.04845
-1270.091695,9,179.051517
-138.064038,8,179.05436
-1083.809227,9,179.059313
-4538.454806,10,179.064484
-136.451423,8,179.066701
-5323.716926,10,179.069282
-1398.600453,9,179.071755
-3930.368685,9,179.074897
-2833.591763,10,179.078515
-4352.524174,9,179.081789
-2016.856852,10,179.085165
-627.632674,8,179.087973
-1220.539992,9,179.091203
-4445.77245,10,179.094571
-947.260007,9,179.097605
-930.632824,10,179.101008
-231.895037,8,179.103748
-11658.46392,10,179.107519
-10942.620687,10,179.110948
-962.379445,12,179.115141
-99.682731,8,179.117831
-711.573068,9,179.121297
-114.016305,7,179.123297
-1807.489151,9,179.125679
-3548.498019,10,179.12832
-1402.291178,9,179.130702
-1793.576384,9,179.13308
-1718.452856,9,179.135777
-4348.872455,9,179.139022
-2243.664856,9,179.142181
-2119.857087,10,179.145618
-98.508657,8,179.148401
-7146.14983,12,179.153047
-5400.933509,10,179.157204
-1137.469121,12,179.16318
-671.673696,8,179.168545
-2273.447966,9,179.171821
-1096.111584,9,179.174867
-1032.049866,9,179.177977
-2314.018543,10,179.181328
-250.125743,8,179.184591
-4388.553021,9,179.187739
-293.7026,10,179.191088
-734.860351,9,179.194106
-1083.032471,9,179.197158
-1274.624948,9,179.200594
-2287.500077,12,179.204752
-666.295842,8,179.207535
-102.851027,8,179.210247
-1043.174235,9,179.21526
-37243.814959,11,179.22326
-14383.996352,10,179.230479
-1090.702827,9,179.237225
-112.521471,8,179.242915
-4476.200024,9,179.249247
-133.531644,7,179.254207
-108.528809,7,179.259057
-1010.091317,9,179.26468
-1684.960533,9,179.268051
-5951.408739,10,179.271486
-2262.748182,9,179.274555
-104.091566,7,179.276953
-10551.546316,10,179.280983
-6990.33963,10,179.284383
-1886.617239,9,179.287452
-4573.989927,9,179.290347
-387.082327,8,179.293356
-1025.79516,9,179.296413
-2737.033477,13,179.300798
-309.542811,8,179.303509
-851.161569,10,179.30673
-3085.327988,10,179.310498
-1984.855398,9,179.314674
-1318.462679,9,179.317163
-1464.561977,9,179.31962
-1151.877006,10,179.322106
-1364.976216,9,179.327179
-941.264881,10,179.330929
-1231.909854,9,179.334431
-1237.947734,9,179.337577
-304.244046,10,179.341236
-2286.300381,9,179.344427
-100.270767,8,179.347289
-753.626297,9,179.350497
-7102.851785,10,179.354
-4422.130329,14,179.35918
-7754.588845,10,179.362693
-615.597801,10,179.366277
-996.373056,9,179.369397
-2319.40887,10,179.373057
-97.435778,8,179.375951
-2262.25522,9,179.378984
-4828.470977,10,179.382333
-954.024443,9,179.385795
-2295.901532,9,179.389008
-96.297914,8,179.391981
-4909.718964,10,179.395644
-1229.285893,9,179.398695
-4615.493088,10,179.402259
-989.298237,9,179.40601
-7915.341825,10,179.409424
-1048.987334,9,179.412607
-109.081516,8,179.41566
-1789.459003,9,179.418867
-2192.904101,9,179.424165
-6639.061656,10,179.431219
-1516.392042,9,179.436735
-85.695277,8,179.439659
-562.707921,9,179.442776
-262.587197,8,179.445522
-407.65094,8,179.448215
-633.717927,9,179.451766
-4690.008183,10,179.455215
-7242.470292,10,179.45861
-107.53674,8,179.461422
-1586.268182,10,179.464828
-2484.105686,10,179.468837
-357.591016,9,179.471315
-585.104359,8,179.47336
-113.901774,8,179.475599
-126.754164,8,179.477684
-149.726941,8,179.479765
-782.286364,9,179.482101
-1366.608935,9,179.486635
-4611.095058,10,179.490487
-704.925936,8,179.492838
-5564.276457,10,179.495432
-267.314496,8,179.497553
-2265.766352,10,179.503173
-388.174408,8,179.505298
-4970.776536,9,179.507676
-2183.782512,9,179.510006
-1163.011876,9,179.512426
-109.046764,8,179.514799
-91.688747,8,179.517049
-260.194537,8,179.522551
-146.629722,8,179.525271
-553.664348,9,179.527588
-6008.386685,10,179.531071
-1248.611196,9,179.534271
-743.786536,8,179.537063
-1181.99925,12,180.328826
-5322.455559,10,180.33305
-103.140156,8,180.339451
-492.146108,9,180.34676
-112.507787,11,180.351789
-4573.503557,10,180.3555
-2244.279907,10,180.359158
-5317.028872,13,180.364404
-4912.653567,10,180.368073
-1115.03523,9,180.371224
-8274.386311,11,180.374677
-6760.779183,10,180.377471
-5326.416248,10,180.380733
-992.885778,9,180.386545
-652.098039,9,180.389897
-94.045482,9,180.392862
-995.309242,9,180.395584
-410.539875,8,180.397883
-4533.351654,9,180.402159
-5064.44299,10,180.406778
-142.572762,8,180.410259
-2252.207275,9,180.413879
-2312.343063,9,180.417548
-931.107085,9,180.421003
-1896.279421,9,180.424363
-127.318416,8,180.427387
-7347.776185,10,180.431052
-94.850668,8,180.435374
-750.050823,9,180.438498
-2081.780864,9,180.441846
-562.317845,9,180.445205
-1821.008008,11,180.44899
-665.973192,10,180.452679
-257.892485,8,180.455688
-337.027098,8,180.461276
-85.988283,8,180.464914
-7113.527085,10,180.469051
-227.21212,11,180.473095
-88.549945,8,180.476026
-6947.85934,10,180.479676
-83.270849,8,180.484027
-140.067749,8,180.486513
-1707.94264,9,180.489191
-3460.766143,9,180.491746
-1470.632398,9,180.494329
-2405.676145,12,180.498942
-1580.271887,9,180.502243
-1077.682844,9,180.505652
-152.398263,8,180.508596
-14386.717399,10,180.511964
-986.699028,9,180.51505
-3526.825071,9,180.518311
-2573.954281,10,180.521816
-4730.317255,10,180.525437
-1435.229363,9,180.52847
-701.560999,9,180.531542
-5424.028817,10,180.535293
-3226.228744,10,180.538643
-1533.185499,9,180.541865
-399.723127,8,180.544697
-2253.518618,11,180.548347
-747.454185,8,180.552011
-1436.765639,9,180.555134
-104.766746,8,180.557896
-1202.364092,9,180.560997
-30384.14149,11,180.564779
-1223.216435,9,180.56839
-1434.614729,9,180.571448
-88.407011,8,180.574286
-2295.930949,10,180.577661
-413.58233,9,180.580878
-1549.827747,9,180.588842
-756.447469,8,180.591949
-697.558387,8,180.594157
-2321.33043,9,180.596535
-694.235948,9,180.600381
-113.25541,8,180.603114
-664.216734,9,180.606091
-251.564407,8,180.608896
-1425.708744,9,180.611876
-143.474633,8,180.614777
-14601.427866,10,180.618085
-2256.338643,9,180.62119
-1606.814532,11,180.624854
-887.851111,8,180.627601
-130.603486,8,180.630311
-1523.995887,9,180.633382
-561.054549,10,180.63676
-589.304816,8,180.639457
-94.709734,8,180.642121
-11855.396655,10,180.646428
-138.220074,8,180.649273
-737.767786,9,180.651933
-1100.284654,9,180.656665
-3729.521223,11,180.663362
-2619.937158,9,180.665732
-395.859551,9,180.669397
-5033.053788,10,180.672858
-7985.343479,10,180.676222
-89.315796,7,180.678618
-724.439558,9,180.681664
-1148.098651,9,180.685681
-10017.930612,10,180.689206
-780.640801,9,180.692277
-241.292452,9,180.695464
-7737.427674,10,180.698874
-5893.107985,9,180.702108
-760.215686,9,180.705213
-143.575518,8,180.707923
-4266.180354,9,180.710838
-10990.675803,10,180.714625
-2286.413173,12,180.718691
-1015.21946,9,180.721822
-99.255752,8,180.724595
-1174.276348,9,180.727634
-556.747517,9,180.733291
-1459.13007,10,180.738577
-3058.305564,9,180.741022
-2306.731794,10,180.743582
-3038.833382,10,180.748656
-100.761211,8,180.75452
-523.6471,9,180.758237
-4720.071721,11,180.76133
-101.368965,7,180.764285
-277.555207,10,180.768034
-2442.880507,9,180.771245
-2927.059801,9,180.774407
-4766.927396,9,180.777572
-11082.154522,10,180.781102
-355.96377,9,180.7843
-4642.557028,10,180.787671
-996.400444,9,180.790688
-1722.744626,11,180.794775
-2642.430682,9,180.797865
-107.097382,8,180.800674
-1026.444382,10,180.804003
-893.275576,9,180.807021
-325.862253,8,180.809946
-284.698337,8,180.812733
-3868.702593,9,180.815827
-6658.432359,13,180.820241
-312.092614,9,180.823376
-1115.428608,9,180.827137
-679.99846,9,180.833558
-1460.252771,9,180.836045
-1538.88609,9,180.838454
-989.758805,9,180.840813
-346.849557,8,180.843835
-1462.30334,9,180.846191
-5265.641925,10,180.849141
-1214.723354,9,180.851511
-3782.239361,9,180.859084
-10710.281341,10,180.864629
-2064.063012,10,180.867383
-133.064616,8,180.869425
-1998.596243,9,180.871816
-4564.215055,9,180.87541
-589.281223,9,180.878625
-1178.424531,9,180.881769
-239.815617,8,180.884727
-145.111596,13,180.889175
-4741.97453,10,180.892673
-1407.52327,9,180.895756
-3863.603087,10,180.899314
-925.339,9,180.902411
-4354.795451,9,180.905572
-4641.594333,12,180.909732
-967.616687,9,180.912868
-37535.747815,11,180.91699
-2473.118669,9,180.923491
-1197.488346,9,180.930149
-680.943913,9,180.933499
-257.486971,11,180.936427
-1504.950745,9,180.940056
-2572.110587,9,180.943292
-96.059976,8,180.946108
-1056.84468,10,180.949573
-1061.233804,9,180.953226
-1645.72147,9,180.957
-1115.373353,9,180.961545
-2873.401499,9,180.963978
-314.488249,8,180.966154
-5475.513149,11,180.970156
-2333.534794,10,180.972879
-1234.836954,9,180.975276
-525.803678,8,180.977414
-140.509899,8,180.979551
-284.991656,8,180.981589
-1033.55463,9,180.988163
-513.41181,9,180.994036
-4074.439299,10,180.996669
-1726.169979,9,180.999193
-5288.786036,10,181.002098
-2247.679788,9,181.004582
-7395.850344,10,181.007104
-1533.272241,9,181.00946
-412.530201,8,181.011618
-288.846586,10,181.01416
-312.692744,8,181.017171
-696.414193,9,181.020369
-742.724647,8,181.023102
-364.221147,8,181.025806
-414.810053,8,181.028528
-976.34002,9,181.032612
-329.555765,8,181.037562
-4507.178798,10,181.044844
-4609.110773,9,181.04873
-4496.956344,9,181.052012
-699.150215,9,181.055837
-2227.183064,9,181.059069
-971.839512,9,181.066257
-1627.507246,9,181.072851
-7103.538495,13,181.081955
-2248.040853,9,181.088237
-656.482933,9,181.094507
-4806.578805,9,181.101238
-4583.146091,10,181.108169
-256.49,8,181.114498
-288.18687,8,181.120182
-656.325093,8,181.1257
-4759.279701,10,181.130708
-4422.787823,10,181.134007
-96.072625,8,181.908408
-1244.445352,9,181.911233
-109.168455,8,181.913569
-6291.437456,10,181.918726
-5034.760501,9,181.921541
-5309.325532,9,181.928746
-97.829785,8,181.932044
-919.075184,11,181.935138
-11001.532713,10,181.94297
-2421.596948,9,181.946364
-614.871647,9,181.949274
-91.774909,8,181.954911
-3825.158399,10,181.961053
-125.887884,8,181.963695
-560.643174,9,181.967335
-1598.744844,9,181.970517
-4675.973081,9,181.975586
-100.415156,8,181.977997
-2291.476805,9,181.980449
-732.434486,10,181.985523
-4574.848924,11,181.990061
-575.974129,8,181.994028
-89.336911,8,181.996552
-6883.711477,10,182.001794
-125.215305,8,182.004947
-132.733795,8,182.008345
-349.187601,8,182.011472
-2586.677258,9,182.014735
-1046.684208,9,182.019106
-153.748894,8,182.021855
-733.780022,9,182.025153
-1229.062415,9,182.028348
-1792.674623,9,182.031542
-4414.985533,9,182.036014
-6020.808143,10,182.040669
-85.975408,8,182.042918
-4154.298027,9,182.046145
-377.971244,8,182.050054
-5837.400007,10,182.053921
-734.916582,9,182.056466
-118.698085,8,182.059013
-141.694232,8,182.061369
-2385.026441,9,182.063745
-7255.268203,10,182.068719
-1743.532754,9,182.071965
-1482.235661,9,182.07509
-120.378645,8,182.078121
-287.62126,8,182.081764
-1177.038202,9,182.085757
-106.781666,8,182.087979
-4996.032568,9,182.090316
-5787.876845,11,182.09319
-7899.171764,10,182.095867
-256.196836,8,182.09873
-7764.627083,10,182.102358
-627.283378,11,182.106074
-2723.720495,9,182.109156
-2558.008029,9,182.112111
-6098.727442,10,182.117155
-145.650757,8,182.123401
-1053.486532,9,182.126415
-4581.103686,11,182.131056
-1559.672309,9,182.133798
-5379.632351,10,182.136599
-2451.07413,12,182.139822
-14714.645305,11,182.142785
-154.016699,8,182.145294
-4328.104876,11,182.149241
-110.099653,8,182.152008
-308.59726,8,182.154722
-2079.298277,9,182.157793
-513.1002,8,182.160747
-313.571527,12,182.164824
-155.068393,8,182.167615
-4164.309066,9,182.170616
-4585.65064,9,182.173712
-2256.731684,9,182.177142
-167.299874,8,182.180212
-1237.589155,9,182.182542
-2007.886132,9,182.187489
-1682.425922,9,182.191447
-2261.12614,9,182.194599
-1011.835572,12,182.198664
-446.907838,9,182.201784
-2287.87152,9,182.204922
-4693.774871,10,182.209058
-592.91227,8,182.211832
-1041.751312,9,182.214826
-983.696299,9,182.217882
-4098.114507,9,182.22095
-1169.731678,9,182.223964
-156.430714,8,182.226736
-117.757718,8,182.229421
-400.248653,11,182.233113
-710.136516,8,182.235821
-240.799211,8,182.238702
-34608.242863,11,182.242386
-128.498723,8,182.245196
-115.587902,7,182.247597
-1878.614915,10,182.250917
-5213.11759,10,182.254408
-3839.947872,9,182.25747
-102.208308,8,182.260226
-2338.733342,10,182.263677
-2003.606042,9,182.266659
-2623.865712,9,182.26987
-118.04086,8,182.272715
-8617.872535,10,182.276087
-948.537045,9,182.27906
-288.680488,8,182.281711
-10665.4369,11,182.285925
-72.89668,8,182.288705
-925.028487,9,182.291712
-4439.838858,9,182.294765
-1177.813788,9,182.297715
-6387.265787,11,182.301726
-1160.870961,9,182.305024
-1118.468335,9,182.308076
-7579.825951,11,182.311705
-252.428071,9,182.314616
-1261.967941,9,182.317936
-386.328125,8,182.320999
-239.368789,10,182.324566
-1632.408982,11,182.328368
-381.845582,8,182.331241
-4413.888968,10,182.334992
-1041.483447,9,182.338147
-2233.256567,9,182.34131
-1212.418764,9,182.344386
-1932.227301,9,182.347527
-285.630266,8,182.350435
-82.32459,8,182.353528
-3017.251333,9,182.356604
-165.42966,8,182.359592
-413.798052,8,182.362304
-926.025182,8,182.365276
-605.558715,10,182.368971
-1130.949811,9,182.372039
-3712.864725,12,182.376324
-2166.779042,9,182.37941
-256.898545,8,182.382632
-2265.021801,9,182.385866
-1179.690109,9,182.389062
-2096.14569,9,182.392084
-116.93719,8,182.394908
-78.322546,8,182.400692
-100.012919,8,182.403876
-4108.21014,9,182.406249
-4278.986867,10,182.409445
-258.679221,8,182.412032
-2267.950992,9,182.415487
-1062.201275,9,182.41879
-1307.240403,9,182.421611
-2323.894685,9,182.424285
-317.646807,8,182.426673
-247.487535,8,182.429681
-748.226665,9,182.433908
-4801.098587,10,182.440451
-11452.124489,10,182.445604
-1619.584115,9,182.449019
-444.868694,8,182.451363
-1034.780403,9,182.454414
-2208.970713,9,182.457686
-1370.80505,10,182.461235
-4365.307143,9,182.467168
-1760.395812,9,182.470031
-6750.079208,10,182.473358
-1036.263232,9,182.476301
-8805.176453,10,182.479279
-2263.411534,9,182.483598
-440.287937,9,182.487184
-753.577654,8,182.490283
-702.149922,9,182.495147
-526.985436,9,182.498447
-751.356618,9,182.502939
-136.486084,8,182.505272
-66.315355,8,182.507966
-632.411584,12,182.511292
-156.295696,8,182.513653
-2284.701571,11,182.517761
-553.370835,9,182.520569
-2029.397247,11,182.524112
-1004.143737,9,182.527417
-118.257407,8,182.530732
-233.215536,10,182.53645
-271.011688,9,182.540117
-124.387825,8,182.542942
-142.512776,8,182.54601
-1440.350714,9,182.550694
-250.676955,8,182.553913
-86.108348,8,182.55676
-313.614335,10,182.560362
-141.3939,7,182.562889
-345.368934,8,182.567479
-3568.730475,10,182.57344
-999.937586,11,182.576661
-1092.981355,9,182.579149
-1083.478319,9,182.583137
-1175.121954,9,182.586347
-2298.510036,9,182.589964
-1939.994552,10,182.592824
-531.134198,11,182.595794
-1406.299431,9,182.599077
-126.238448,8,182.601925
-321.141252,9,182.605015
-8166.601405,10,182.608475
-7411.839652,9,182.611695
-1005.430593,10,182.615542
-102.886221,8,182.619525
-127.421313,8,182.623327
-707.311084,8,182.627866
-107.972657,8,182.630754
-4833.351257,9,182.633907
-4125.648646,9,182.637021
-1087.984885,9,182.640065
-739.835187,9,182.643141
-582.67478,9,182.64633
-713.417917,8,182.649087
-753.746734,8,182.651992
-3658.848322,9,182.654952
-135.286225,8,182.657747
-4391.529734,9,182.661028
-774.347193,12,182.665156
-530.706173,8,182.667938
-159.606732,8,182.67058
-1427.23968,13,182.674897
-606.567414,8,183.380561
-2178.77191,9,183.385386
-628.056663,9,183.392057
-749.113079,8,183.395087
-7104.498012,11,183.398832
-4176.285819,12,183.403818
-975.938706,9,183.410279
-382.349396,8,183.41274
-255.826065,8,183.416888
-113.699773,8,183.419913
-107.532774,8,183.422612
-1446.917716,10,183.426299
-3661.135534,9,183.429392
-4380.309927,10,183.433565
-1168.571279,9,183.436825
-9185.098591,10,183.440243
-1483.839638,9,183.443359
-532.765448,8,183.446062
-294.585747,8,183.449656
-135.215173,8,183.453007
-1078.617886,9,183.456122
-4100.008001,10,183.459448
-128.476973,8,183.462556
-284.754373,9,183.466378
-109.891853,8,183.469605
-323.731057,9,183.47273
-768.492422,8,183.475666
-714.745789,10,183.479295
-1781.396898,9,183.482404
-5363.100586,13,183.485839
-9157.472284,10,183.48847
-4576.33338,9,183.490833
-4531.324602,9,183.493238
-4191.860029,9,183.496464
-4403.069907,11,183.500207
-1433.778663,9,183.503202
-5030.899372,10,183.506498
-692.27485,8,183.509135
-154.536395,8,183.51215
-2294.500444,9,183.515147
-5165.940616,10,183.518453
-121.108995,8,183.521147
-633.706466,9,183.524186
-1335.223583,9,183.527402
-8237.174682,10,183.530656
-588.372224,9,183.533607
-742.438075,9,183.536616
-357.105483,8,183.53931
-408.123011,8,183.542395
-2086.701374,9,183.545517
-152.040895,8,183.548203
-4482.817021,11,183.551855
-59.688438,10,183.555233
-545.727717,10,183.558562
-2396.410516,10,183.561916
-2078.509375,9,183.56501
-3902.472229,10,183.568298
-1274.506508,9,183.57131
-4482.015087,9,183.574329
-158.00137,8,183.577067
-4408.571446,9,183.579994
-266.62888,9,183.583174
-4118.360823,9,183.586142
-452.618275,8,183.588848
-2475.695941,14,183.597935
-620.48114,8,183.600093
-1217.911112,10,183.602544
-135.252789,8,183.604826
-6599.631719,10,183.611311
-3101.841175,10,183.613902
-104.045028,8,183.615995
-1547.342818,9,183.618312
-657.694666,9,183.620661
-6220.835196,12,183.62406
-969.979743,12,183.627115
-11237.563523,10,183.629708
-1061.706961,9,183.632072
-3964.24117,10,183.636146
-1487.891876,9,183.639709
-1699.430238,9,183.643265
-2074.136145,9,183.651508
-644.515547,9,183.655259
-123.038556,8,183.657479
-266.427547,8,183.659682
-100.660009,8,183.662725
-2026.527608,10,183.665525
-102.083465,9,183.668238
-722.315937,9,183.670936
-1188.127449,9,183.673333
-396.99384,8,183.675673
-302.522354,8,183.677795
-527.891896,8,183.679928
-4778.32292,10,183.682689
-1972.245793,11,183.689992
-266.811174,8,183.69539
-230.999093,9,183.698518
-97.446467,8,183.70893
-2450.569137,10,183.723477
-302.444307,8,183.727687
-110.35708,8,183.730351
-1175.777491,9,183.739054
