#{"t_start": 1776510103.5959845, "env_id": "None"}
r,l,t
-4548.524431,10,35.676444
-1173.45215,8,35.678399
-1006.050644,8,35.680443
-295.960922,8,35.68378
-7788.47788,10,35.686969
-6188.354134,10,35.690029
-1585.752831,9,35.692738
-943.631199,8,35.695233
-4941.426252,10,35.699864
-999.790613,9,35.70287
-233.62003,9,35.70524
-353.307325,8,35.707274
-1993.147254,9,35.709513
-1287.683675,8,35.711541
-7155.519517,9,35.713837
-303.425792,8,35.71833
-3591.821299,9,35.721225
-4588.632912,9,35.724116
-98.012233,7,35.726349
-4721.253214,10,35.729441
-2253.779988,9,35.732876
-2906.798864,9,35.735844
-292.482588,9,35.738678
-571.987177,8,35.741209
-2318.959317,9,35.744183
-124.458349,7,35.746663
-4611.27902,9,35.749868
-85.475186,8,35.752819
-1164.68236,8,35.755511
-1460.412031,9,35.75844
-6455.45136,9,35.761524
-1133.837212,9,35.764476
-707.180624,9,35.767532
-4561.326981,10,35.770586
-411.068501,8,35.773213
-282.556612,8,35.775649
-292.271691,8,35.77889
-7587.759313,10,35.782184
-4742.565217,9,35.784631
-9608.932745,9,35.787026
-2200.433622,10,35.789446
-239.286802,9,35.791919
-775.889375,12,35.796099
-7751.540568,9,35.799149
-3789.197358,9,35.801969
-10130.999299,10,35.805132
-157.273226,8,35.807592
-2319.096049,9,35.81058
-1522.349616,11,35.813959
-1592.71984,9,35.817445
-247.378759,9,35.820238
-367.358542,8,35.822757
-2854.522253,10,35.826079
-36969.187749,10,35.829228
-1022.767046,8,35.83314
-121.073922,7,35.835208
-639.10393,8,35.837418
-586.523444,9,35.840868
-2559.444417,9,35.844191
-767.823289,9,35.846468
-258.711027,10,35.852157
-862.176473,8,35.854253
-1423.389849,11,35.857394
-309.670798,8,35.859417
-372.911492,8,35.861359
-1159.861417,9,35.86359
-1091.552155,9,35.867519
-4833.575252,11,35.870203
-370.452549,10,35.872903
-903.435776,8,35.874838
-4157.128357,12,35.877891
-1140.821097,9,35.882
-4431.907801,9,35.886644
-7908.074574,9,35.892416
-693.102199,8,35.894585
-4962.885593,11,35.897267
-320.779405,9,35.901765
-2301.808489,9,35.905057
-4255.590667,9,35.907967
-109.622134,7,35.910173
-768.76768,8,35.912668
-305.482831,10,35.916098
-5326.606653,10,35.921485
-1150.274874,9,35.926424
-2382.138805,9,35.928756
-132.723421,7,35.93055
-281.464309,10,35.93325
-4802.271006,9,35.935815
-647.771572,8,35.938299
-2115.7824,9,35.941435
-1750.029454,9,35.944344
-774.14922,8,35.946864
-2298.448079,9,35.949949
-239.707138,8,35.952754
-2247.315711,10,35.956192
-1493.291581,9,35.959167
-338.908315,9,35.962088
-1727.751946,9,35.965032
-375.945704,8,35.968326
-1116.431709,12,35.972097
-84.513149,8,35.974544
-315.102056,9,35.977399
-2275.404459,9,35.980293
-987.635759,9,35.98389
-5282.72315,9,35.986753
-249.869925,8,35.989278
-11485.380588,10,35.9924
-72.077314,8,35.994858
-862.337552,8,35.997557
-2214.45464,9,36.00141
-432.340673,8,36.004265
-120.603122,7,36.00676
-547.193695,8,36.009543
-1625.503982,9,36.012815
-5438.618244,9,36.016211
-407.123435,9,36.01908
-899.747789,9,36.021873
-350.701473,8,36.024376
-1602.090502,9,36.027122
-3498.138651,10,36.030728
-749.545536,11,36.034662
-4903.222551,9,36.037868
-125.794533,7,36.040346
-1915.549043,9,36.043525
-724.298724,9,36.047657
-4169.738815,9,36.050846
-2342.51093,9,36.053703
-7540.686494,10,36.056826
-69.493151,12,36.060539
-2953.019569,9,36.063696
-688.870785,8,36.06651
-3582.082422,9,36.069347
-128.248999,7,36.071596
-5056.335082,9,36.074429
-288.430066,8,36.07716
-749.916319,8,36.080329
-736.692213,8,36.083619
-148.369681,8,36.086397
-17000.055935,10,36.089381
-2346.410666,9,36.091962
-4567.0913,9,36.095167
-320.675981,8,36.097787
-310.486216,9,36.101135
-5122.217331,10,36.104312
-2238.458505,10,36.106798
-243.693582,8,36.10912
-724.528698,8,36.111274
-1150.5147,9,36.113452
-5872.074874,9,36.115985
-271.56904,11,36.118722
-4034.420433,9,36.120938
-4231.622309,9,36.123172
-330.796138,9,36.126126
-92.551463,8,36.128662
-557.964649,8,36.132132
-2310.806211,9,36.138536
-5430.47947,10,36.145548
-319.324823,8,36.150992
-4129.573824,9,36.156985
-5899.569461,10,36.159617
-903.087473,8,36.161605
-3287.187681,9,36.163898
-240.388163,10,36.166692
-2897.278164,12,36.16957
-5080.304865,9,36.173599
-273.966797,8,36.176177
-388.0609,8,36.178704
-1151.607975,8,36.181316
-975.517004,9,36.18781
-515.101965,9,36.191043
-923.854277,8,36.194246
-122.537984,7,36.196231
-1071.654475,8,36.201061
-1203.979193,9,36.203992
-5092.683804,9,36.206843
-7333.28277,10,36.209917
-315.220711,8,36.212446
-1311.96375,11,36.216079
-4645.722417,9,36.219183
-2568.470401,10,36.222286
-3343.240984,9,36.225127
-850.767412,8,36.917482
-596.843277,10,36.920786
-34998.87544,11,36.924239
-1499.806894,9,36.927079
-2151.297854,10,36.930125
-1086.635504,9,36.934342
-1058.044171,9,36.937247
-995.334041,8,36.939848
-113.398431,7,36.942181
-656.895385,9,36.944928
-682.897196,9,36.94854
-1284.278194,8,36.952256
-8492.189005,10,36.955519
-1733.379755,9,36.958311
-352.516481,9,36.961143
-1302.690775,8,36.96389
-4822.882583,9,36.968605
-2687.507218,9,36.970848
-1150.477943,9,36.973171
-4596.918067,9,36.975757
-1471.136796,8,36.977906
-2443.486269,9,36.981013
-1194.368258,9,36.984217
-2007.314602,9,36.986968
-315.092139,9,36.989809
-319.9946,8,36.992318
-1754.763961,9,36.995331
-750.445951,8,36.998511
-260.324549,8,37.001313
-595.281,8,37.004097
-2314.050308,11,37.007456
-716.951502,9,37.010266
-124.859087,8,37.013503
-3353.705136,9,37.016387
-2370.87554,9,37.018692
-891.631516,9,37.020981
-754.343483,8,37.022938
-973.981299,9,37.025508
-253.1999,8,37.028193
-4393.684775,9,37.031151
-888.227117,8,37.033902
-333.995105,8,37.036422
-5625.83604,9,37.039148
-141.746865,8,37.041554
-98.172623,8,37.044769
-4978.129706,10,37.048576
-697.455092,8,37.051601
-6278.260991,10,37.054754
-136.740871,7,37.056987
-7261.980292,9,37.06015
-701.639946,8,37.062714
-7340.498583,9,37.065774
-19865.421105,10,37.069031
-2199.231785,9,37.071858
-296.67336,8,37.074724
-1112.617928,9,37.077721
-146.788519,8,37.0804
-1029.660809,13,37.084859
-5203.80761,10,37.088012
-5741.493128,9,37.091128
-167.302092,8,37.093719
-2270.478016,9,37.096536
-1763.344592,9,37.099608
-20498.305433,10,37.102849
-6061.236745,10,37.106243
-3674.810864,9,37.109126
-4271.274726,9,37.11196
-103.148029,7,37.114132
-2307.313104,9,37.116709
-2326.296154,9,37.118909
-1567.122833,9,37.121153
-117.092386,8,37.123946
-590.824252,10,37.126997
-1211.75771,9,37.129775
-14210.371405,11,37.133338
-7657.845733,10,37.136371
-863.579825,8,37.139281
-5857.860283,9,37.142044
-1044.294033,11,37.145422
-6708.610302,10,37.148704
-5125.237004,9,37.151614
-691.791246,8,37.154397
-124.931025,7,37.156645
-4616.510117,9,37.159433
-2038.850801,9,37.162122
-87.967126,11,37.165706
-306.011507,11,37.169354
-112.281061,8,37.171954
-383.220931,8,37.174461
-1561.880484,10,37.177596
-2259.094797,9,37.180514
-401.135282,9,37.186146
-1057.779364,8,37.188364
-4589.615092,16,37.193364
-1469.19313,9,37.195526
-4582.758574,10,37.199165
-301.805823,8,37.202517
-3597.623993,9,37.204757
-1002.141763,9,37.206962
-791.563871,9,37.20906
-125.225974,7,37.210744
-441.455727,8,37.212759
-10686.211169,9,37.217606
-642.525983,8,37.220296
-109.120356,7,37.222531
-4432.581335,9,37.225255
-1443.970887,9,37.228108
-3777.938613,10,37.23241
-1056.878985,9,37.239704
-1257.469471,13,37.253709
-524.575161,11,37.260931
-3081.841094,9,37.26623
-5759.322078,9,37.268727
-6266.14076,9,37.271079
-5228.390823,9,37.273421
-6243.540115,9,37.275742
-4331.526902,9,37.27796
-1667.741864,9,37.281052
-1426.49699,9,37.284799
-7642.13571,9,37.287782
-4494.334042,10,37.290877
-1126.462593,9,37.293773
-4018.589202,10,37.297967
-2011.92226,9,37.301127
-2308.005906,9,37.304436
-500.938816,8,37.307329
-281.240534,8,37.310097
-4580.963768,9,37.313708
-2242.498046,11,37.31771
-6801.754938,11,37.321316
-246.55881,8,37.324057
-304.788779,8,37.32707
-899.798369,10,37.330291
-29163.245735,10,37.333833
-584.929851,8,37.336439
-120.26833,10,37.339614
-315.760557,8,37.342083
-1044.99472,9,37.345116
-309.256119,8,37.347757
-7291.259949,10,37.351089
-6091.917294,9,37.353897
-7375.793593,9,37.356728
-1293.466839,10,37.360497
-5365.580486,10,37.364311
-1073.090822,8,37.3668
-536.719084,10,37.369369
-750.4189,8,37.371443
-1243.097527,9,37.37369
-979.423569,9,37.377023
-289.669086,8,37.379596
-704.294748,8,37.382051
-267.300478,12,37.389113
-2767.45925,9,37.392346
-1951.634061,9,37.3953
-946.958314,8,37.398195
-1118.250946,9,37.401229
-688.419938,8,37.403772
-685.228573,9,37.407048
-851.285489,8,37.409613
-265.840478,8,37.412112
-1024.870601,8,37.414762
-316.266478,8,37.41748
-1185.464757,9,37.420405
-673.836686,9,37.423591
-344.066321,8,37.426106
-577.932697,9,37.4289
-6335.619917,9,37.431954
-4224.10137,10,37.435094
-1908.061528,9,37.438239
-1087.197251,8,37.440811
-3653.623666,9,37.443639
-5410.867642,9,37.44644
-863.360951,8,37.449233
-238.954224,8,37.451888
-519.629119,8,37.454854
-1057.387407,8,37.457507
-1630.783068,9,37.460472
-302.958388,9,37.463434
-4946.037131,11,37.46942
-310.120226,10,37.475885
-1495.56965,9,37.481533
-4689.901896,9,37.484704
-2417.782092,9,37.487733
-317.121364,9,37.490725
-419.460419,8,37.493379
-2285.541371,9,37.49627
-125.474196,8,37.501213
-132.784068,8,37.504625
-1459.986917,9,37.507901
-24150.988871,11,37.511352
-7233.166816,9,37.514443
-6926.954028,10,37.518818
-5214.390943,10,37.522002
-1414.120563,9,37.524962
-1156.256495,9,37.527797
-1082.693243,9,37.530826
-3159.033951,9,37.533857
-289.123654,10,37.536487
-423.689245,8,37.538536
-152.913132,8,37.540574
-3062.020762,10,37.543141
-1676.846554,9,37.545403
-242.047998,8,37.549144
-6442.826044,10,37.557243
-4593.926877,9,37.559602
-1240.086296,8,37.561665
-2240.708968,9,37.565124
-2106.158414,10,37.568496
-841.507484,8,37.571037
-142.200139,8,37.573655
-1090.313109,9,37.576396
-768.797845,9,37.579572
-1272.960081,12,37.583775
-1022.889565,9,37.586613
-1107.677314,11,37.59024
-3020.523708,9,37.593271
-350.900135,8,37.596721
-4900.042316,9,37.599889
-2017.698073,9,37.603246
-1741.48285,9,37.605643
-1069.949362,9,37.607975
-4423.929439,9,37.610171
-393.138476,8,37.612705
-2856.480758,9,37.617963
-881.662798,8,37.621434
-1679.9626,9,37.623885
-970.789431,8,37.626028
-599.432852,8,38.287845
-308.459435,8,38.29067
-128.116175,8,38.293353
-6255.674569,9,38.296156
-508.131222,8,38.298651
-265.789457,9,38.301078
-4674.488215,10,38.304057
-675.077522,9,38.30736
-423.262594,8,38.309918
-240.562532,8,38.312536
-3779.43552,9,38.315725
-720.455601,8,38.318529
-391.459869,8,38.321973
-431.378251,8,38.324612
-941.487602,8,38.327276
-6859.485074,9,38.330178
-1027.837091,9,38.334019
-1240.602467,9,38.336637
-158.961395,8,38.338788
-401.716827,8,38.340968
-6283.599363,9,38.343361
-2829.264543,9,38.345726
-1114.447163,9,38.351102
-545.799256,8,38.354339
-1134.757861,9,38.356581
-1579.040881,9,38.358718
-4575.540547,10,38.361198
-2293.778303,9,38.363417
-4369.038465,10,38.371273
-2282.166195,10,38.37381
-2132.281563,9,38.376104
-1937.370378,9,38.378427
-1218.59315,9,38.382577
-2559.887928,9,38.387584
-9091.847464,10,38.390262
-298.815526,8,38.392456
-982.403378,9,38.394789
-336.568357,8,38.397371
-275.976124,9,38.400675
-285.474579,8,38.402966
-1303.658056,9,38.40536
-1904.221898,10,38.40805
-431.883722,8,38.410334
-7174.940778,9,38.412893
-223.341066,8,38.417403
-692.899329,8,38.420305
-2263.776037,14,38.425123
-1043.683749,8,38.427886
-110.840874,8,38.431447
-4577.801992,9,38.434902
-1950.995065,9,38.437703
-138.891304,8,38.440315
-4599.643755,9,38.443162
-417.575498,9,38.445974
-285.723106,8,38.449062
-617.910438,9,38.451321
-4148.615014,9,38.453507
-367.726648,8,38.455462
-2211.223241,9,38.45765
-1030.463728,8,38.459654
-1255.499351,9,38.461764
-1988.853999,9,38.46656
-124.847662,7,38.468446
-4854.69805,10,38.470746
-4193.387778,9,38.473132
-2297.698355,9,38.475305
-3947.23119,9,38.477534
-123.669025,7,38.480587
-88.444789,7,38.485997
-116.765035,7,38.488013
-5754.697852,9,38.490186
-119.697888,8,38.49234
-2197.119432,9,38.494787
-5848.019228,10,38.498045
-9260.62257,10,38.504052
-7155.83821,11,38.506808
-2330.662478,9,38.509125
-892.47936,9,38.516196
-459.550103,8,38.521823
-1003.028561,8,38.524621
-4219.130348,9,38.527724
-35450.518584,12,38.531868
-609.871773,9,38.534898
-2272.299069,9,38.537731
-1244.100022,9,38.540613
-2296.712179,9,38.543655
-1724.505301,9,38.546454
-1266.768797,9,38.549586
-97.847063,7,38.551881
-105.199496,7,38.554063
-749.798407,9,38.556904
-248.421154,8,38.559678
-6456.311192,9,38.562555
-112.432727,8,38.565401
-6499.847941,9,38.568349
-3690.734133,10,38.571473
-359.801433,9,38.574772
-156.115047,8,38.577966
-403.691714,8,38.581016
-399.131718,8,38.584189
-239.672671,7,38.586591
-692.700295,8,38.590231
-244.798644,8,38.593195
-286.555664,8,38.596028
-124.252857,7,38.598833
-4571.75789,9,38.60182
-718.755311,9,38.605031
-749.625551,12,38.610253
-128.539771,8,38.61409
-4688.623904,9,38.617686
-2251.019969,9,38.623095
-3239.08677,11,38.626928
-108.438109,8,38.630686
-419.978057,8,38.63325
-4729.997403,13,38.641003
-35718.190434,10,38.647105
-4198.511514,10,38.651329
-1091.594844,9,38.655961
-646.765092,8,38.658707
-1011.447489,8,38.66175
-11631.651617,10,38.665128
-66.598515,8,38.667516
-4205.439429,9,38.670498
-288.000973,8,38.673312
-6068.978992,11,38.67697
-5015.788109,9,38.680152
-576.973687,9,38.685853
-1596.107826,12,38.690714
-222.873952,7,38.693836
-1060.378667,10,38.699687
-6982.11939,11,38.703434
-4697.091711,10,38.706581
-1030.741829,9,38.709446
-13303.040352,10,38.712664
-117.152733,7,38.715349
-249.013705,8,38.71864
-1607.063771,9,38.721852
-2261.453721,9,38.724819
-117.01165,8,38.727546
-1098.309073,9,38.73056
-4435.563461,9,38.734223
-5524.144068,10,38.736738
-2862.568675,9,38.738886
-1460.393044,9,38.740991
-1404.161451,8,38.743003
-103.612254,8,38.744965
-1682.180971,9,38.74807
-317.544663,8,38.751381
-1645.814992,9,38.754182
-745.069804,10,38.757237
-1132.946012,11,38.760581
-1307.05479,9,38.764611
-875.13154,9,38.76825
-34276.569641,12,38.772899
-1060.025169,9,38.775548
-139.161811,8,38.777547
-2247.383101,9,38.780914
-4350.983569,9,38.78787
-4858.792973,10,38.79209
-1311.915902,10,38.794776
-76.507446,8,38.798033
-6654.374505,10,38.801508
-111.125684,7,38.8039
-506.431278,8,38.806533
-550.763174,8,38.809135
-549.336298,9,38.812717
-1005.146083,10,38.816255
-4769.647487,9,38.819554
-6091.544898,9,38.822497
-3027.817278,9,38.82549
-4677.277562,9,38.828775
-899.08098,8,38.831627
-1523.816911,11,38.835603
-11954.341957,10,38.838966
-8470.356953,9,38.842001
-5068.276841,9,38.84541
-108.624639,8,38.848291
-1018.460928,8,38.850932
-3655.946662,10,38.853993
-1102.912392,10,38.857152
-2267.999003,9,38.862864
-92.410835,10,38.867765
-17861.675175,10,38.870415
-2037.075067,9,38.873129
-4610.320078,10,38.877487
-724.755415,9,38.880966
-1968.088016,9,38.88534
-4234.876948,10,38.887729
-2097.755186,9,38.889833
-4290.937198,9,38.892787
-975.918188,9,38.895059
-130.127131,9,38.898932
-5268.540276,9,38.903704
-2148.873327,9,38.907557
-3163.183992,9,38.912409
-5511.723681,10,38.917905
-143.49279,8,38.923867
-131.816618,8,38.925886
-111.549858,8,38.927869
-6672.435782,10,38.930427
-382.397102,8,38.932607
-1010.124173,8,38.93468
-1303.863361,9,38.936852
-3901.930437,9,38.939782
-1156.944445,9,38.941978
-2661.709418,9,38.944133
-4929.061772,9,38.946272
-103.783707,8,38.94858
-3280.628094,9,38.951448
-1155.649856,8,38.953433
-320.90459,8,38.956226
-330.167448,9,38.959122
-2285.669922,9,38.961852
-1080.811512,8,38.964627
-898.261894,8,38.967227
-3549.69885,9,38.970265
-1367.775603,10,38.97353
-2589.460108,10,38.979334
-660.39824,8,38.981773
-117.046637,7,38.983724
-2296.40781,9,38.986086
-2294.970594,9,38.98915
-113.947911,8,38.991704
-5007.089909,9,38.994419
-270.688934,8,38.997057
-645.07132,8,39.000651
-2107.104437,9,39.003141
-838.515016,10,39.005572
-256.195555,8,39.007615
-355.036692,8,39.009623
-2316.924586,9,39.012084
-5316.059511,9,39.694285
-4279.445756,9,39.700093
-109.474779,7,39.70577
-4283.388477,9,39.715061
-602.26887,8,39.718225
-1323.519505,9,39.721115
-2160.09124,16,39.725891
-4576.403453,9,39.729393
-959.545612,8,39.732648
-2563.114779,12,39.735853
-5390.269136,10,39.740181
-901.275305,9,39.746531
-653.798712,10,39.752545
-999.500469,9,39.754711
-4548.816663,11,39.757327
-5361.637272,9,39.759946
-4200.853339,10,39.763166
-4362.806665,9,39.766275
-732.717473,9,39.769068
-274.611497,8,39.771628
-3635.805057,9,39.774754
-1889.504434,9,39.778502
-3336.474027,10,39.781935
-165.321214,8,39.78478
-1012.814302,9,39.789648
-4840.248262,9,39.792913
-260.004352,11,39.795853
-118.973571,7,39.799498
-952.851754,9,39.801819
-2256.146959,9,39.804131
-1254.845509,9,39.806732
-690.483365,9,39.809728
-1592.994323,9,39.81254
-4605.023624,9,39.815677
-1270.478349,9,39.818492
-4402.174966,12,39.822082
-678.007927,8,39.824879
-396.532314,8,39.827336
-348.749127,8,39.829898
-5360.202146,11,39.832866
-4215.696666,9,39.835043
-1194.819696,10,39.837454
-4403.816657,9,39.841357
-440.61753,8,39.846016
-1513.824149,9,39.850222
-572.864284,9,39.852436
-2270.066303,9,39.855206
-329.786181,8,39.85774
-1000.669401,8,39.860231
-4014.458869,10,39.863381
-137.654331,7,39.866423
-6731.523089,10,39.868858
-120.377352,7,39.872186
-4685.964098,9,39.874363
-5305.498232,9,39.87654
-1212.696427,9,39.878677
-1456.561266,9,39.883243
-331.960491,8,39.887349
-5198.799295,9,39.890473
-374.868422,8,39.893044
-6721.625138,9,39.895787
-8804.354065,10,39.899314
-6051.882173,9,39.902319
-1562.962258,9,39.905124
-4215.610856,11,39.908392
-2027.499065,9,39.911257
-1564.49011,9,39.914073
-1247.684307,9,39.919938
-4602.780953,9,39.925728
-7553.202382,9,39.931868
-114.95754,7,39.934562
-4812.777923,10,39.93772
-993.409639,8,39.940205
-294.999861,9,39.943036
-1733.504824,9,39.946012
-442.349289,8,39.949859
-1669.611572,9,39.953187
-589.539811,8,39.956027
-13303.14461,10,39.958328
-849.728451,11,39.961019
-6132.006167,9,39.963516
-12523.606679,10,39.967754
-7683.867863,9,39.970528
-4968.36631,9,39.973426
-998.707315,10,39.976512
-3998.63145,9,39.979346
-33899.765015,10,39.987154
-3695.265077,9,39.992964
-83.37137,8,39.994992
-286.227659,8,39.998412
-597.230618,8,40.00064
-4817.310152,9,40.003019
